date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:49	22849/22849	---MCZ	200	added ('OK')	text/css	etag:W/%226821dd61-5941%22	https://cdn.jotfor.ms/css/styles/payment/payment_feature.css?3.3.63943	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/css/styles/payment/payment_featurefd21.css	(from https://form.jotform.com/251894656314162)
22:35:50	181426/181426	---MCZ	200	added ('OK')	text/javascript	etag:W/%22ab5e7bd0bde67bfa0bdf21cbefddbb7c%22	https://cdn.jotfor.ms/s/static/863c1a0829f/static/prototype.forms.js	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/s/static/863c1a0829f/static/prototype.forms.js	(from https://form.jotform.com/251894656314162)
22:35:51	1218938/1218938	---MCZ	200	added ('OK')	text/javascript	etag:W/%224a21ff1d8bfe202506510636f5af161b%22	https://cdn.jotfor.ms/s/static/863c1a0829f/static/jotform.forms.js	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/s/static/863c1a0829f/static/jotform.forms.js	(from https://form.jotform.com/251894656314162)
22:35:51	476654/476654	---MCZ	200	added ('OK')	text/javascript	etag:W/%2297951344e07dcd257888befdb4f3fe5c%22	https://cdn.jotfor.ms/s/umd/8cf89b76935/for-form-branding-footer.js	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/s/umd/8cf89b76935/for-form-branding-footer.js	(from https://form.jotform.com/251894656314162)
22:35:51	5056/5056	---MCZ	200	added ('OK')	text/javascript	etag:W/%22fbaa5350ea1e35997f589fc49947accc%22	https://cdn.jotfor.ms/s/static/863c1a0829f/js/vendor/smoothscroll.min.js	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/s/static/863c1a0829f/js/vendor/smoothscroll.min.js	(from https://form.jotform.com/251894656314162)
22:35:51	6417/6417	---MCZ	200	added ('OK')	text/javascript	etag:W/%2227f180956774d0ed52c65cea8e0d4f09%22	https://cdn.jotfor.ms/s/static/863c1a0829f/js/errorNavigation.js	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/s/static/863c1a0829f/js/errorNavigation.js	(from https://form.jotform.com/251894656314162)
22:35:52	185555/185555	---MCZ	200	added ('OK')	text/css	date:Tue,%2001%20Jul%202025%2011:59:48%20GMT	https://cdn.jotfor.ms/stylebuilder/static/color-scheme.css?v=3.3.63943	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/stylebuilder/static/color-scheme135d.css	(from https://form.jotform.com/251894656314162)
22:35:52	1337/1337	---M-Z	200	added ('OK')	text/plain	date:Thu,%2010%20Jul%202025%2021:36:05%20GMT	https://www.jotform.com/robots.txt		(from https://form.jotform.com/251894656314162)
22:35:52	3/3	---MCZ	404	error ('Not%20Found')	text/plain	date:Thu,%2010%20Jul%202025%2021:36:05%20GMT	https://cdn.jotfor.ms/images/security-icon.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/images/security-icon.png	(from https://cdn.jotfor.ms/themes/CSS/5e6b428acc8c4e222d1beb91.css?v=3.3.63943&themeRevisionID=5f30e2a790832f3e96009402)
22:35:52	2698/2698	---M--	200	added ('OK')	image/png	etag:%22674ef01c-a8a%22	https://cdn.jotfor.ms/images/credit-card-logo.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/images/credit-card-logo.png	(from https://cdn.jotfor.ms/themes/CSS/5e6b428acc8c4e222d1beb91.css?v=3.3.63943&themeRevisionID=5f30e2a790832f3e96009402)
22:35:53	2698/2698	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.jotfor.ms/images/credit-card-logo.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/images/credit-card-logo.png	(from https://cdn.jotfor.ms/themes/CSS/5e6b428acc8c4e222d1beb91.css?v=3.3.63943&themeRevisionID=5f30e2a790832f3e96009402)
22:35:53	1199/1199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fd129e6c4d332bc81b828fad114d1997%22	https://cdn.jotfor.ms/assets/img/payments/image_zoom.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/image_zoom.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:54	489/489	---M--	200	added ('OK')	image/png	etag:%226821dd62-1e9%22	https://cdn.jotfor.ms/images/exclamation-octagon.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/images/exclamation-octagon.png	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:54	1166/1166	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b9f1e922197168a2a5a93fac1ab382eb%22	https://cdn.jotfor.ms/assets/img/payments/stripeACH_plaid.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/stripeACH_plaid.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:54	1927/1927	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220180167e8cec6f363475d51727ba3e95%22	https://cdn.jotfor.ms/assets/img/payments/trash_btn.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/trash_btn.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:55	521/521	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d993b1cfa6214ec9b2ba634040e07663%22	https://cdn.jotfor.ms/assets/img/payments/sp_back_icon.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/sp_back_icon.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:55	800/800	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222b05afc03427adcf08ad99ad0bbb8d19%22	https://cdn.jotfor.ms/assets/img/payments/alert_blue.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/alert_blue.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:56	588/588	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ae3977c13f351a262122c7fdd387d166%22	https://cdn.jotfor.ms/assets/img/payments/close_white.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/close_white.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:56	575/575	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2218f4318680efd3d624a6e9d1dd4f5393%22	https://cdn.jotfor.ms/assets/img/payments/product_upload.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/product_upload.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:56	396/396	---M--	200	added ('OK')	image/png	etag:%223b71373206e3743e67e4d7cc3cfc22b5%22	https://cdn.jotfor.ms/assets/img/payments/product_delete.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/product_delete.png	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:57	1052/1052	---M--	200	added ('OK')	image/png	etag:%2224f48aa109f3217a7753a3ad76a23171%22	https://cdn.jotfor.ms/assets/img/payments/product_settings.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/product_settings.png	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:57	771/771	---M--	200	added ('OK')	image/png	etag:%22ea2b6ec754f84911e665240f6d277ee4%22	https://cdn.jotfor.ms/assets/img/payments/product_drag.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/product_drag.png	(from https://cdn.jotfor.ms/css/styles/payment/payment_styles.css?3.3.63943)
22:35:57	1198/1198	---M--	200	added ('OK')	image/png	etag:%22b53c12cae72c61665cf0f933b2b8ff65%22	https://cdn.jotfor.ms/assets/img/builder/search_icon.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/builder/search_icon.png	(from https://cdn.jotfor.ms/css/styles/payment/payment_feature.css?3.3.63943)
22:35:57	794/794	---M--	200	added ('OK')	image/png	etag:%22290dc23e661c86ee45416cf92f9a869a%22	https://cdn.jotfor.ms/assets/img/payments/sort_icon.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/sort_icon.png	(from https://cdn.jotfor.ms/css/styles/payment/payment_feature.css?3.3.63943)
22:35:58	2547/2547	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d636af6a9eea651dc581f8914b359769%22	https://cdn.jotfor.ms/assets/img/payments/shopping_bag.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/shopping_bag.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_feature.css?3.3.63943)
22:35:58	794/794	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.jotfor.ms/assets/img/payments/sort_icon.png	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/sort_icon.png	(from https://cdn.jotfor.ms/css/styles/payment/payment_feature.css?3.3.63943)
22:35:58	1062/1062	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c749cf0d6874f539d2ea2cc4e8c625f4%22	https://cdn.jotfor.ms/assets/img/payments/collapse_icon.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/collapse_icon.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_feature.css?3.3.63943)
22:35:59	1074/1074	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c3e6111aefd6b1affdaa474469c4fb09%22	https://cdn.jotfor.ms/assets/img/payments/expand_icon.svg	C:/My%20Web%20Sites/NH%20jotform/cdn.jotfor.ms/assets/img/payments/expand_icon.svg	(from https://cdn.jotfor.ms/css/styles/payment/payment_feature.css?3.3.63943)
